tenure,monthly_charges,total_charges,contract,internet_service,senior_citizen,paperless_billing,payment_method,churn
38,30.57,1061.92,1,0,0,0,3,0
25,115.18,2756.66,0,1,0,0,1,1
33,47.28,1614.49,1,1,1,0,1,0
53,104.15,5022.73,0,0,0,1,2,0
2,57.15,110.44,0,1,0,1,0,1
49,50.64,2408.88,0,2,1,1,3,0
11,112.45,1236.63,2,1,1,1,0,1
64,54.7,3404.44,0,0,0,1,3,1
53,57.42,3015.33,0,1,0,1,2,1
4,28.72,115.96,0,1,0,0,0,1
56,85.72,4443.51,0,0,0,0,1,1
16,47.17,706.49,0,0,0,1,2,1
46,77.15,3784.91,1,1,0,0,0,0
22,77.73,1696.3,2,1,0,1,2,0
13,90.64,1144.18,1,0,0,0,3,0
65,93.27,5982.38,0,1,0,1,0,1
50,69.96,3270.5,0,2,0,1,0,1
37,51.43,1803.9,0,2,0,0,0,0
63,102.58,6482.6,0,1,1,0,1,1
37,49.3,1772.63,0,1,0,0,2,1
49,69.26,3377.08,0,2,1,1,1,1
29,58.53,1578.45,1,2,1,0,1,0
50,104.36,4859.49,1,2,0,1,2,0
62,61.62,3731.76,2,0,0,1,2,0
51,57.0,2836.57,2,0,0,1,0,0
37,87.67,3492.48,0,2,1,0,0,1
29,78.85,2073.28,0,2,0,0,2,1
50,28.83,1583.59,0,1,0,1,0,1
4,69.33,302.64,0,2,0,0,3,1
28,92.28,2605.67,0,1,0,1,0,1
3,118.2,370.11,0,1,0,0,2,1
9,81.54,797.74,0,1,0,1,1,1
55,55.4,2895.38,1,1,0,1,2,0
16,40.84,629.35,1,1,0,1,2,0
16,106.16,1566.39,0,2,0,1,1,1
68,100.27,6905.43,0,1,1,0,3,1
33,41.63,1280.22,0,2,0,1,0,1
5,38.26,207.79,1,2,0,0,3,0
52,90.23,4627.74,0,0,1,0,1,1
65,49.81,3509.41,1,0,0,0,3,0
42,48.95,1934.64,1,1,1,1,1,1
22,33.38,762.86,0,0,0,1,2,0
54,44.66,2482.83,0,1,0,1,3,1
15,61.18,899.29,0,0,0,1,0,0
7,92.02,695.46,0,1,1,1,0,1
3,51.97,153.88,1,0,0,1,1,0
3,51.19,144.31,0,0,0,0,2,1
55,46.78,2818.35,0,0,0,0,3,0
24,66.31,1572.81,2,2,0,0,3,0
66,36.24,2252.19,0,1,0,0,1,1
66,67.05,4304.61,0,2,0,0,3,1
26,89.12,2369.72,0,2,1,0,0,1
31,21.01,652.88,1,2,0,1,0,0
49,18.99,955.66,1,1,0,1,3,0
60,25.59,1585.1,0,1,0,1,3,1
50,72.1,3333.46,2,0,0,1,2,0
18,104.3,1807.89,1,0,1,1,2,0
20,18.49,388.19,0,2,0,0,3,1
4,112.6,463.95,1,0,0,1,3,1
41,28.73,1080.95,0,2,0,0,1,1
60,103.04,5953.83,1,1,0,0,2,1
21,66.77,1523.13,0,1,0,0,3,1
20,84.6,1814.51,1,0,0,0,1,0
69,69.58,4964.87,0,1,1,1,2,1
0,66.18,0.0,2,1,0,1,1,0
4,102.32,418.04,0,1,1,0,3,1
11,94.34,936.5,1,1,1,0,0,1
45,66.82,3103.8,0,0,0,0,0,1
33,29.28,1010.92,2,0,0,1,0,0
48,29.66,1422.9,2,0,0,0,0,0
44,98.96,3922.13,0,0,0,1,3,0
26,71.47,1920.14,2,0,0,0,0,0
25,66.64,1772.54,0,0,0,1,0,0
46,86.74,4058.56,1,1,0,0,3,0
55,104.74,6001.72,1,1,0,1,2,0
62,81.52,4640.12,0,0,1,0,2,1
47,95.05,4659.73,2,1,1,1,2,1
60,95.29,5847.98,0,1,0,0,1,1
25,53.98,1303.89,0,1,0,1,2,1
35,45.68,1658.06,2,1,1,0,3,0
0,98.92,0.0,1,1,1,1,2,1
7,56.1,400.51,0,0,0,0,1,1
51,109.24,5217.96,0,1,0,0,1,1
46,25.04,1104.9,1,1,1,0,0,0
55,23.88,1442.48,0,1,1,1,3,1
13,111.63,1431.78,2,2,0,0,2,0
27,83.49,2055.6,1,1,1,0,2,0
1,56.34,60.84,0,1,0,0,3,1
25,94.26,2202.35,0,2,1,1,3,1
13,85.91,1095.28,0,0,0,0,3,1
58,71.65,3971.19,0,2,0,1,3,0
55,27.99,1682.27,2,0,0,1,3,0
6,100.03,585.55,2,2,1,1,3,1
2,105.47,219.75,1,0,0,0,3,0
22,35.39,793.9,0,0,0,1,1,0
17,103.9,1604.85,0,1,0,0,0,1
37,106.66,3855.11,1,2,0,0,2,0
14,73.49,1006.23,1,0,0,0,1,0
63,84.27,5829.12,1,1,0,1,1,1
27,56.61,1623.82,0,1,0,0,2,1
38,46.46,1891.41,2,0,0,0,1,0
56,90.92,4901.63,0,1,0,1,3,1
16,105.05,1623.33,1,1,0,0,1,0
43,84.06,3625.86,1,0,0,1,2,0
24,69.67,1715.89,1,1,0,1,0,0
16,34.05,569.67,0,2,0,0,2,0
12,23.4,298.82,1,1,0,0,0,0
24,63.01,1625.11,0,2,0,0,3,1
67,22.98,1393.28,2,0,0,1,1,0
9,75.5,719.74,0,0,0,1,2,0
66,56.66,3822.46,0,2,0,0,2,0
17,94.48,1616.47,0,2,0,1,0,1
33,48.87,1654.15,2,0,0,1,1,0
7,77.89,586.88,1,1,0,1,2,0
39,72.31,2845.63,1,2,1,1,2,0
41,18.48,706.49,1,0,0,0,1,0
40,25.31,999.6,2,0,0,0,3,0
5,47.33,256.74,0,1,0,1,0,1
51,107.11,5806.19,1,2,1,1,2,0
25,32.85,772.48,1,2,0,0,1,0
63,89.8,5899.7,0,1,1,0,3,1
58,116.31,6417.08,0,1,0,0,2,1
55,97.85,5218.72,0,1,0,1,3,1
58,42.54,2451.98,0,0,0,1,2,0
69,109.74,7482.51,0,2,0,1,2,1
32,27.4,794.25,0,1,0,0,3,1
52,65.28,3580.59,1,1,0,0,0,0
21,107.64,2417.04,0,2,1,0,3,1
20,82.77,1665.64,0,0,1,1,1,1
69,59.78,3855.02,2,2,0,0,2,0
69,47.57,3116.86,0,1,0,0,3,1
3,55.89,155.14,0,0,1,0,3,1
61,69.4,3953.58,1,0,0,1,2,0
61,50.22,3294.03,0,2,0,0,2,1
23,115.87,2654.44,0,2,0,1,3,1
54,112.24,5589.43,0,0,0,1,0,1
8,105.94,805.95,2,0,1,0,2,1
2,60.6,132.1,1,2,0,0,3,0
30,87.82,2639.48,2,0,0,1,1,0
39,109.19,4271.73,2,1,0,1,0,0
35,103.89,3654.8,2,1,0,1,1,0
23,59.85,1269.62,1,2,1,0,2,0
5,29.35,160.55,1,1,0,1,2,1
65,25.64,1528.1,0,1,0,0,0,1
3,76.28,238.0,0,2,1,1,2,1
5,82.91,377.88,1,0,0,1,1,0
50,103.83,5132.93,1,0,0,1,3,0
61,47.54,3131.75,2,0,0,1,3,0
56,34.91,2059.92,0,2,0,1,1,0
65,56.28,3537.24,1,1,0,0,1,0
7,53.71,379.83,1,0,0,1,2,0
25,31.38,731.98,0,1,0,1,2,1
50,85.9,4686.81,1,1,0,0,0,0
44,69.38,3180.13,0,2,0,1,3,0
43,90.83,3807.5,0,0,0,1,0,1
4,53.62,206.67,0,1,0,1,1,1
69,50.9,3328.51,0,1,1,0,1,1
25,65.73,1737.41,0,0,1,0,0,1
67,106.62,7050.12,1,2,0,1,0,0
18,22.07,383.77,0,0,1,0,3,0
19,99.29,2039.4,0,1,0,1,1,1
11,55.27,565.44,0,1,0,1,0,1
46,104.32,4572.06,0,1,1,0,3,1
0,99.02,0.0,0,0,0,1,2,1
13,53.22,658.63,0,2,0,0,2,0
63,88.08,5643.82,1,0,0,1,3,0
37,34.12,1287.95,2,1,0,0,0,1
36,108.52,3558.83,0,2,0,1,3,1
10,58.85,546.66,0,2,0,1,3,1
2,64.02,120.32,0,1,0,0,0,1
32,89.28,2611.45,0,0,0,1,2,1
5,100.9,466.64,1,2,0,1,3,0
49,41.87,1944.8,2,0,0,0,2,0
9,84.8,739.64,2,0,0,1,3,1
4,57.59,243.78,0,2,0,1,1,1
22,55.24,1146.72,2,1,1,1,0,0
9,87.69,816.05,0,0,0,0,2,1
43,57.11,2238.59,1,1,0,1,0,0
1,52.96,54.64,1,0,1,1,2,0
12,102.42,1301.48,1,0,1,1,2,0
39,28.23,1124.05,0,0,0,0,0,1
1,86.27,81.12,0,1,0,1,3,1
64,43.12,2666.08,0,1,0,1,3,1
62,19.57,1287.4,0,1,0,1,1,1
16,34.84,549.86,0,0,0,1,2,0
8,79.27,603.12,1,1,0,0,0,1
14,89.62,1363.26,0,1,0,1,2,1
23,20.13,475.71,1,1,0,0,3,0
37,21.68,851.21,0,2,0,1,0,1
34,109.16,3358.48,2,1,1,1,0,0
48,25.4,1180.02,0,1,1,0,2,1
68,108.31,7304.53,2,2,0,0,1,0
61,41.04,2547.21,0,1,0,0,3,1
59,92.74,5132.39,0,1,1,0,3,1
49,49.28,2413.73,2,1,0,1,2,0
8,104.73,868.94,0,0,0,0,2,1
33,88.75,2838.47,0,1,0,1,1,1
34,58.58,2067.98,0,1,0,1,3,0
0,25.71,0.0,0,0,0,1,1,1
39,92.0,3566.09,0,0,1,0,0,1
63,80.31,4689.47,0,2,0,1,0,0
21,18.29,395.71,2,1,1,1,1,0
59,18.95,1056.4,1,0,0,0,1,0
63,99.69,6693.54,0,0,0,0,2,1
71,44.2,3171.74,2,1,0,1,3,1
10,82.25,832.41,0,0,0,1,3,1
13,63.88,898.95,0,0,0,0,3,1
59,105.21,5794.48,0,2,1,1,1,1
29,110.61,3227.09,1,1,0,1,2,0
34,118.68,3940.06,0,0,0,1,2,0
36,33.52,1319.26,1,0,0,0,2,0
4,105.16,445.27,0,1,1,0,1,1
25,44.87,1179.52,2,0,0,0,1,0
61,77.67,4457.5,1,1,0,0,2,0
3,69.08,196.35,0,0,0,1,1,1
41,19.82,736.1,1,0,0,1,0,0
17,112.21,1960.42,1,1,0,1,3,0
39,25.91,984.39,0,2,1,1,3,1
71,87.51,5979.64,0,0,0,0,3,1
38,97.29,3798.34,0,0,0,0,0,1
13,98.32,1362.18,2,0,1,1,2,0
31,31.68,910.0,1,1,1,1,3,0
50,63.2,3424.59,0,2,0,1,1,0
37,101.77,3414.75,0,1,0,1,0,1
22,48.57,982.01,0,2,1,1,2,1
62,65.24,4318.42,0,0,0,1,0,1
14,45.55,636.77,1,2,1,1,3,0
24,64.82,1692.35,2,0,0,1,2,0
16,107.67,1709.51,0,0,0,1,3,1
65,63.97,4512.42,0,0,0,1,2,0
52,74.15,3655.01,0,0,1,0,3,1
50,58.8,3008.47,2,1,1,0,2,1
38,64.47,2692.14,0,1,0,1,0,1
50,19.53,952.3,0,1,0,0,2,1
69,46.66,2898.52,1,0,0,1,2,0
5,62.09,283.38,0,1,0,1,0,1
66,82.01,5801.35,0,0,0,1,2,0
6,63.46,380.14,1,1,1,0,0,1
50,52.12,2625.14,0,0,0,1,3,0
71,57.2,4304.41,0,0,0,1,3,0
41,42.47,1849.78,0,1,0,1,3,1
63,111.37,6984.63,0,2,0,0,2,0
14,70.7,1060.68,0,1,0,1,1,1
28,19.35,538.38,2,0,1,1,1,0
32,19.96,661.08,0,0,0,0,3,0
26,116.27,2740.89,1,0,0,0,0,0
35,40.37,1310.65,0,1,1,1,2,1
28,99.37,2977.92,0,1,1,0,0,1
37,23.89,850.89,0,0,0,0,2,0
56,111.04,6012.72,0,1,0,0,0,1
26,106.32,2854.43,0,1,0,1,3,1
54,75.68,4162.36,0,1,0,1,1,1
32,18.91,554.55,0,0,0,0,0,1
67,44.04,3107.52,0,1,0,0,3,0
65,59.09,3930.9,2,0,0,1,1,0
9,64.47,621.46,0,2,1,0,1,1
4,48.07,193.65,0,1,0,0,1,1
37,21.33,775.69,0,0,1,0,0,1
12,77.6,907.24,0,0,1,1,0,1
30,70.94,1917.26,1,1,0,1,1,0
46,46.58,1945.46,0,1,0,1,0,1
51,21.84,1031.69,0,2,0,1,3,0
55,118.45,7074.42,0,0,0,0,2,0
14,66.68,1004.59,1,2,0,0,1,0
28,94.36,2640.6,0,1,0,0,2,1
7,63.68,417.25,0,2,1,0,1,1
4,22.36,83.11,0,1,0,0,2,1
28,49.27,1312.27,0,1,1,1,1,1
46,50.33,2504.43,0,1,0,0,3,1
67,102.67,6908.43,2,2,0,1,1,0
44,84.08,3924.48,1,0,0,1,3,0
1,45.82,45.88,1,2,0,0,1,0
26,115.74,3075.11,0,1,0,1,0,1
35,50.48,1805.71,0,1,0,1,2,1
35,118.82,3768.89,0,2,0,1,3,1
25,118.61,2932.79,1,2,0,1,1,0
42,37.31,1681.11,0,1,0,1,0,1
26,49.59,1286.53,2,0,0,1,1,0
68,67.09,4503.12,0,2,0,0,2,0
19,85.07,1624.91,2,1,0,1,1,0
10,71.33,696.29,0,1,0,1,0,1
37,115.91,4301.88,0,2,0,1,1,1
5,91.12,422.37,0,0,0,0,1,1
71,39.42,3060.76,2,0,0,1,3,0
22,28.61,570.77,0,1,0,1,3,1
46,87.53,4012.86,2,0,0,0,1,0
45,34.0,1441.26,2,1,0,1,1,0
11,97.56,978.37,1,0,1,0,0,0
12,49.41,610.91,1,0,0,0,1,0
61,51.02,3414.22,1,1,1,0,2,0
59,19.09,1182.54,1,1,0,0,3,0
42,88.8,3546.12,0,0,0,0,2,1
67,29.44,1969.87,1,0,1,0,1,0
4,96.06,349.64,2,1,0,1,0,1
36,67.68,2451.91,0,1,1,0,2,1
71,97.21,6349.02,2,2,0,1,1,0
30,76.98,2445.47,0,0,0,0,3,1
8,26.33,191.96,0,1,0,1,1,1
50,95.33,4298.77,0,0,1,0,3,1
28,25.05,752.12,0,1,1,0,0,1
39,66.35,2816.68,2,2,0,1,3,0
40,35.41,1299.28,2,1,0,1,1,0
10,93.99,898.34,2,1,0,1,0,1
22,110.07,2538.6,2,0,0,1,3,0
0,73.97,0.0,0,2,0,1,3,1
45,71.24,3493.83,0,1,0,0,2,1
20,95.16,1861.02,0,1,0,1,3,1
35,18.51,583.5,2,1,1,1,1,0
53,110.69,5303.08,0,0,0,0,0,1
56,37.94,2152.2,2,2,0,0,1,0
0,117.4,0.0,1,0,0,0,3,0
62,92.36,6059.15,2,1,1,0,1,1
53,96.2,5518.23,0,1,0,1,2,1
54,84.28,4304.52,0,0,0,1,1,1
39,65.64,2682.02,1,0,0,1,0,0
14,75.73,1129.58,2,1,0,1,0,0
20,22.69,484.32,0,0,0,0,3,0
46,81.02,3660.99,2,0,0,0,0,0
52,81.24,4330.92,2,0,0,1,1,0
8,108.01,872.99,0,1,0,1,3,1
51,69.07,3591.25,0,2,0,1,1,0
56,25.79,1381.28,0,2,0,1,2,0
25,48.93,1268.08,0,1,0,1,1,1
40,84.22,3510.3,1,1,0,1,0,1
34,42.17,1346.59,0,0,0,1,0,0
62,46.33,2840.08,1,0,0,1,2,0
24,100.87,2383.17,1,2,0,0,3,0
37,77.02,2991.63,0,2,0,1,0,0
1,69.36,71.67,0,1,0,0,0,1
6,50.16,299.53,0,1,0,1,0,1
33,91.82,3122.5,0,2,0,0,2,1
16,47.06,717.25,1,2,0,1,2,0
42,92.44,3674.65,2,0,0,1,0,0
58,25.08,1378.98,0,0,1,0,3,0
50,105.32,4770.47,0,1,1,1,0,1
53,68.46,3767.04,0,0,0,0,1,0
23,62.29,1571.88,0,2,0,0,1,0
24,79.71,1839.97,0,0,1,1,3,1
70,81.04,6160.47,1,1,0,0,0,0
51,31.34,1632.4,0,1,0,1,3,1
69,94.38,6153.96,2,1,0,0,1,1
32,45.87,1324.54,0,0,0,1,0,1
48,109.4,5486.17,2,2,0,1,0,0
28,100.6,2927.54,2,0,0,1,1,0
62,52.97,3106.31,0,1,0,1,3,1
21,99.58,2021.21,0,2,0,0,3,1
25,54.0,1457.47,1,0,0,1,2,0
27,28.2,709.2,1,2,0,1,2,0
48,115.15,5898.01,2,1,0,0,2,1
70,83.91,5485.12,1,1,1,1,3,0
48,64.07,3064.12,0,1,0,1,0,1
19,58.18,1105.19,2,1,0,1,0,0
62,50.8,3132.02,2,0,0,0,2,0
60,117.13,6729.72,1,1,0,0,3,0
48,31.61,1442.44,2,1,0,0,2,0
70,49.8,3648.56,1,0,0,0,3,0
0,67.04,0.0,1,1,1,0,3,1
12,66.28,812.84,1,1,0,1,2,0
50,65.61,3507.93,1,1,0,1,0,0
55,35.75,2098.79,0,0,0,1,0,1
61,32.64,1858.5,1,1,0,1,3,0
31,43.73,1397.58,1,0,0,0,1,0
29,110.37,3266.2,0,1,0,0,1,1
28,29.42,787.84,0,2,1,1,1,1
48,94.5,4437.53,2,0,1,1,2,0
44,94.51,3979.72,1,0,0,1,0,0
29,99.79,2915.36,0,2,0,1,1,0
15,107.55,1711.22,2,0,0,0,1,0
39,44.57,1869.47,2,0,0,1,1,0
18,40.68,764.87,0,1,0,1,1,1
17,65.02,1101.68,0,2,0,0,2,0
0,44.77,0.0,2,1,0,1,0,1
46,92.17,4293.99,2,1,1,0,0,1
65,82.23,5322.02,0,1,0,1,0,1
37,106.37,4216.52,0,2,0,1,1,1
50,26.36,1234.87,0,0,0,1,3,0
62,110.42,6377.6,1,0,0,1,2,0
3,47.63,150.96,0,0,0,1,2,0
0,67.56,0.0,0,0,0,1,2,1
7,62.3,398.84,0,0,0,1,0,1
28,94.79,2794.3,2,1,0,1,0,0
54,60.45,3214.98,0,1,0,0,2,1
2,113.3,235.83,0,0,0,1,1,1
31,109.16,3136.91,2,1,0,0,3,0
9,106.09,1045.14,0,1,0,0,0,1
33,25.2,895.01,0,0,0,0,0,0
54,104.28,5525.22,2,0,0,1,1,0
31,96.95,3241.89,0,0,0,1,1,0
49,28.45,1504.16,2,0,0,1,0,0
6,28.85,171.76,0,1,0,1,1,1
7,28.22,215.2,0,0,1,0,1,1
64,19.14,1341.79,2,0,0,1,1,0
56,73.41,3878.45,0,0,0,1,3,0
66,116.31,7011.17,1,2,0,1,3,0
58,62.31,3491.94,0,0,0,1,3,0
71,72.62,5144.51,0,1,0,0,1,1
53,115.76,5635.47,2,0,0,1,1,0
66,43.77,2681.21,0,2,0,1,3,0
50,104.71,5729.42,0,2,0,1,3,1
7,73.19,536.65,0,1,0,0,2,1
33,75.52,2679.04,0,2,1,1,0,0
34,52.66,1959.15,2,1,0,1,3,0
31,74.72,2259.87,2,2,0,0,2,0
45,25.39,1185.48,1,1,0,1,2,0
15,95.23,1338.18,1,0,0,1,3,0
67,46.75,3164.62,0,1,0,1,2,1
36,107.65,3650.53,0,2,0,0,3,1
53,55.15,2724.44,1,1,0,0,0,0
13,32.43,387.73,0,2,0,0,0,0
54,88.28,4843.14,0,1,0,0,0,1
47,34.62,1773.53,2,1,0,1,3,0
6,94.12,522.05,0,1,0,1,2,1
6,115.78,695.0,0,2,0,1,3,1
32,96.73,3211.17,1,1,0,1,0,1
22,20.27,445.57,1,0,0,1,2,0
18,78.59,1531.12,0,1,0,1,1,1
18,88.24,1482.31,0,2,0,0,0,1
35,101.37,3210.3,2,1,1,1,3,1
28,23.66,646.99,1,0,0,0,3,0
59,66.49,3966.45,2,0,0,1,3,0
1,72.07,68.53,0,2,0,1,1,0
0,35.08,0.0,0,0,0,1,2,1
46,50.57,2468.04,0,1,0,1,3,1
68,62.46,3982.74,0,0,0,1,3,1
19,102.15,1918.6,0,0,1,1,3,1
10,111.87,1220.39,0,0,0,0,0,1
1,81.47,83.31,0,0,1,0,0,1
66,57.89,3819.0,1,2,0,1,1,0
11,43.66,466.84,2,0,0,0,2,0
19,117.2,2235.88,0,1,0,1,2,1
4,117.29,491.15,0,1,0,1,3,1
36,111.42,4269.86,0,2,0,1,3,1
37,97.35,3709.9,0,1,0,1,0,1
8,50.9,430.84,0,0,0,1,0,1
52,100.52,4796.77,0,0,1,1,0,1
43,59.29,2301.85,2,1,0,1,0,0
23,51.0,1227.99,2,2,0,0,3,0
29,93.23,2574.82,1,0,0,1,0,0
58,26.05,1625.03,2,0,1,0,2,0
13,22.9,299.83,1,1,1,0,0,1
8,63.24,503.75,2,1,0,1,1,0
39,63.01,2591.47,1,1,0,1,0,0
65,108.46,7389.84,0,0,0,1,3,1
24,30.74,767.9,1,0,0,0,3,0
21,30.45,663.74,0,0,0,1,3,0
3,32.89,98.97,1,0,0,0,0,0
25,21.0,569.78,2,2,1,1,2,0
57,25.24,1551.08,1,0,1,1,3,0
28,84.65,2289.33,0,1,0,0,2,1
36,61.59,2352.36,0,1,0,1,3,1
69,95.12,7076.67,2,0,0,1,3,0
17,118.25,2057.79,2,2,0,1,2,0
41,84.56,3505.5,0,1,1,0,1,1
40,23.1,955.76,2,2,0,1,3,0
37,28.56,985.51,2,0,0,1,2,0
33,106.98,3238.98,0,0,0,1,3,0
16,71.28,1213.5,2,0,1,1,0,0
36,101.31,3700.65,0,0,0,1,2,1
24,104.52,2319.09,1,1,0,1,3,0
26,111.7,2855.59,0,2,0,1,1,1
56,113.93,6122.62,1,0,0,1,0,0
30,74.04,2388.0,1,2,0,1,3,0
5,52.44,262.58,0,1,0,1,0,1
39,115.15,4560.47,2,1,1,0,1,0
11,73.29,763.51,2,0,0,1,2,0
52,24.49,1349.65,2,0,0,1,3,0
70,82.92,6303.7,0,2,0,0,2,1
9,77.36,736.97,0,0,0,1,3,1
44,108.48,4766.3,0,1,0,1,3,1
16,83.97,1433.56,2,1,0,1,2,0
25,53.25,1248.17,0,2,0,1,2,1
61,115.59,6505.83,2,1,0,1,3,0
45,98.96,4398.18,2,0,0,1,1,0
63,81.67,4817.5,1,1,0,0,1,0
1,47.59,45.3,1,0,0,1,3,0
53,55.73,3003.97,1,1,0,1,2,0
64,85.67,5377.5,1,0,0,1,1,0
50,25.27,1355.96,0,1,0,1,3,1
52,43.92,2158.51,2,0,1,1,0,0
35,90.1,3466.83,1,2,0,0,3,0
25,66.48,1615.26,2,1,0,0,2,0
28,58.64,1646.98,2,2,0,1,3,0
20,33.3,617.03,0,0,0,0,0,1
10,62.63,636.23,0,1,0,1,0,1
39,95.84,4082.59,2,0,1,0,3,0
10,44.67,468.98,0,1,0,1,0,1
35,18.55,616.02,1,2,0,0,3,0
58,85.52,4903.23,0,2,0,1,2,1
38,116.24,4351.25,0,0,1,1,2,1
53,79.29,3864.46,0,2,0,1,2,0
54,30.11,1751.41,2,1,0,1,1,0
23,50.39,1131.49,1,2,0,1,3,0
21,105.63,2215.68,0,1,0,1,2,1
68,41.49,2703.53,2,2,0,0,3,0
55,79.38,4062.38,0,2,0,1,0,0
32,58.67,2028.43,0,0,0,1,2,1
35,38.99,1238.39,1,0,0,1,1,0
19,100.15,1864.75,2,0,0,1,2,0
61,93.03,5936.66,0,1,0,1,1,1
25,84.82,2039.44,2,2,0,0,0,0
65,41.87,2692.17,2,1,0,0,3,0
39,27.88,1101.34,0,1,1,1,0,1
16,76.19,1339.74,0,1,0,1,0,1
0,73.92,0.0,2,0,0,0,0,0
60,37.03,2429.37,0,0,0,0,0,1
42,23.68,1032.98,0,1,0,0,0,1
41,26.15,1022.63,2,0,0,1,3,0
24,118.27,2717.84,0,0,0,0,1,1
38,97.14,3929.38,0,1,0,1,0,1
34,111.12,3723.46,0,0,0,0,2,1
2,37.7,73.44,1,0,0,1,1,0
43,115.02,5386.13,1,0,0,0,1,0
50,32.41,1462.74,0,2,0,0,2,0
11,69.42,767.43,0,0,0,1,2,1
18,101.8,1933.21,1,2,0,1,2,0
43,53.33,2401.51,2,0,0,1,2,0
58,60.91,3439.21,2,2,1,0,2,0
48,30.95,1496.19,0,1,0,1,0,1
60,30.42,1644.72,1,2,0,0,1,0
16,80.58,1298.26,2,2,1,1,2,0
56,86.23,4916.19,2,1,0,0,2,1
54,96.51,5602.19,1,2,0,0,3,0
46,74.22,3216.6,0,1,0,0,1,1
11,83.22,974.95,2,1,0,0,1,0
61,19.37,1233.1,0,1,0,1,0,1
7,34.38,248.65,0,2,0,1,1,1
20,117.48,2299.97,1,2,0,1,2,0
69,25.68,1724.94,2,0,1,0,3,0
71,86.56,6395.6,0,1,0,0,1,1
24,35.78,942.91,1,2,0,0,3,0
11,90.39,975.47,0,2,0,0,2,1
14,89.31,1355.02,2,2,0,0,3,0
58,41.65,2457.51,1,0,0,0,1,0
25,45.23,1214.01,0,1,0,1,1,0
25,84.13,1984.29,0,1,0,1,0,1
46,57.4,2778.88,0,0,0,1,2,0
31,37.65,1245.34,0,1,0,1,0,1
9,91.9,882.05,0,1,0,1,0,1
15,33.57,532.22,1,0,1,1,2,0
70,104.42,7023.16,0,0,0,0,1,1
16,69.98,1124.6,1,0,1,1,3,0
22,28.68,605.68,0,1,0,1,0,1
25,88.1,2133.33,1,1,0,1,1,1
6,70.44,405.84,0,0,0,1,1,1
13,48.1,598.32,0,1,0,1,0,1
6,60.68,378.16,0,0,0,1,0,1
8,48.13,396.61,0,2,0,1,0,1
47,44.57,1970.89,2,0,0,0,1,0
71,34.52,2544.8,1,2,0,1,2,0
58,54.64,3036.69,1,1,0,1,2,0
38,43.35,1549.03,0,2,1,1,0,0
17,87.03,1552.67,0,0,1,0,3,1
58,87.07,4911.56,0,0,0,1,1,0
16,68.69,1114.28,1,2,0,0,3,0
13,96.57,1180.12,0,0,0,1,0,1
30,102.98,3159.65,0,1,0,1,1,1
23,76.56,1658.04,0,1,0,0,2,1
59,80.51,4433.62,0,1,0,1,2,1
44,46.57,2002.58,0,2,1,1,3,0
2,108.38,229.33,0,2,0,0,0,1
36,20.44,688.24,0,1,0,0,3,1
42,53.21,2063.64,0,1,0,1,0,1
39,90.9,3213.03,0,2,0,1,2,1
54,26.09,1385.18,1,2,0,0,1,0
38,36.5,1326.53,0,0,1,1,2,1
14,77.52,1040.16,0,1,1,0,3,1
3,74.56,245.24,0,0,1,0,1,1
24,92.63,2087.12,0,2,1,0,0,0
12,100.07,1190.86,0,0,1,0,2,1
32,30.99,1088.14,2,1,1,1,0,0
15,19.86,269.93,2,1,0,1,2,0
41,87.65,3734.99,0,2,0,0,0,0
65,48.44,3067.42,2,2,0,1,2,0
54,81.22,4742.1,0,0,0,1,2,0
41,33.21,1473.79,0,1,0,0,0,1
33,65.37,2108.55,2,2,0,0,2,0
29,68.95,1888.16,2,1,0,0,2,0
12,77.09,911.76,2,1,0,1,2,0
12,69.83,915.94,0,1,0,1,3,1
17,68.06,1106.43,0,0,0,1,2,0
31,51.61,1753.92,0,1,0,1,0,1
38,25.19,1018.37,1,0,0,0,0,0
45,27.04,1160.21,0,1,0,0,3,1
28,61.81,1831.43,2,2,0,1,2,0
61,53.94,2994.08,0,0,0,1,3,1
61,70.13,4319.05,0,1,0,1,3,1
56,48.79,2654.29,1,0,0,0,2,0
15,87.48,1293.03,1,0,0,1,0,0
55,105.26,5757.87,0,2,0,1,2,1
9,48.19,433.95,2,1,0,1,3,0
29,37.49,1121.22,0,0,0,1,1,0
24,29.73,741.6,0,1,0,0,3,1
4,80.24,351.5,2,1,1,1,0,1
64,62.83,4232.45,2,0,0,0,2,0
48,36.99,1842.21,2,2,0,1,1,0
2,83.97,164.33,2,1,1,1,3,1
44,33.0,1341.01,1,1,1,1,3,0
13,73.98,876.87,2,0,0,0,3,0
29,71.24,2056.74,0,0,0,1,2,0
67,92.16,6382.51,2,0,0,1,2,0
17,23.57,412.72,1,0,0,1,3,0
61,107.68,7163.4,0,2,0,0,2,1
36,89.0,3128.66,0,0,0,1,1,1
24,39.83,980.35,0,0,0,0,1,0
47,36.52,1849.59,1,2,0,0,0,0
64,61.6,3866.77,0,1,0,1,2,1
52,100.57,5206.36,2,0,1,0,2,0
14,103.14,1566.11,0,2,0,0,3,1
48,70.57,3421.4,0,0,1,1,1,1
67,104.94,7452.29,2,1,0,0,2,0
11,18.55,221.83,1,0,0,1,2,0
58,21.55,1267.66,0,1,0,0,2,1
36,110.09,3653.46,0,1,0,1,3,1
60,96.31,6150.4,1,0,0,0,1,0
